Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
"Kent, Surrey and Sussex - CT1 - Aug - 17","Health Education England Kent, Surrey and Sussex",1,Vascular Themed Programme. CT1 posts (12 month rotation): East Surrey Hospital Gen Surg. CT2 posts (12 month rotation): Frimley Vasc Surg.,0,0,1,0,0,0,0,0,1,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 18","Health Education England Kent, Surrey and Sussex",2,"Generic Programme. CT1 posts (6 month rotation): BSUH ENT (2 months at Worthing), BSUH Paed Surg. Posts for the second year of this programme will be made available through a local matching process.",1,0,0,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 19","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): BSUH Vasc Surg, BSUH T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,0,0,0,0,1,0,1,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 2","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): Conquest Gen Surg, Conquest T&O. CT2 posts (12 month rotation): Conquest Gen Surg.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 20","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): BSUH Paed Surg, BSUH ENT (2 months at Worthing). Posts for the second year of this programme will be made available through a local matching process.",1,0,0,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 21","Health Education England Kent, Surrey and Sussex",1,Generic Programme. CT1 posts (12 month rotation): Darent Valley Gen Surg. Posts for the second year of this programme will be made available through a local matching process.,0,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 22","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): Darent Valley Urology, Darent Valley Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,0,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 23","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): East Kent (QEQM) Gen Surg, East Kent (QEQM) T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 24","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): East Kent (WHH Ashford) ENT, East Kent (WHH Ashford) Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",1,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 25","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month rotation): East Surrey Hospital Gen Surg, East Surrey Hospital ENT, East Surrey Hospital Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",1,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 26","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): Conquest Gen Surg, Eastbourne Urology. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,0,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 27","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): Conquest Gen Surg, BSUH ENT (2 months at Worthing). Posts for the second year of this programme will be made available through a local matching process.",1,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 28","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): Eastbourne Urology, Conquest Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,0,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 29","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month rotation): Maidstone & Tunbridge Wells Urology, Maidstone & Tunbridge Wells T&O, Maidstone & Tunbridge Wells Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 3","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): East Kent (QEQM) Gen Surg, East Kent (QEQM) T&O. CT2 posts (12 month rotation): East Kent (WHH Ashford) Gen Surg.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 30","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month, 8 month rotation): Maidstone & Tunbridge Wells Gen Surg, Maidstone & Tunbridge Wells Urology. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,0,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 31","Health Education England Kent, Surrey and Sussex",1,Generic Programme. CT1 posts (12 month rotation): Medway Gen Surg. Posts for the second year of this programme will be made available through a local matching process.,0,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 32","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month rotation): Royal Surrey Urology, Royal Surrey Gen Surg, Royal Surrey T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 33","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month rotation): St Peters Urology, St Peters Gen Surg, St Peters T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 34","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): BSUH ENT (2 months at Worthing), Conquest Gen Surg. Posts for the second year of this programme will be made available through a local matching process.",1,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 35","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (4 month rotation): Maidstone & Tunbridge Wells T&O, Maidstone & Tunbridge Wells Gen Surg, Maidstone & Tunbridge Wells T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 36","Health Education England Kent, Surrey and Sussex",1,"Generic Programme. CT1 posts (6 month rotation): St Richards Gen Surg, St Richards T&O. Posts for the second year of this programme will be made available through a local matching process.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 4","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): Darent Valley GS, Darent Valley Uro. CT2 posts (12 month rotation): Medway Gen Surg.",0,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 5","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (4 month rotation): Royal Surrey Gen Surg, Royal Surrey T&O, Royal Surrey Urology. CT2 posts (12 month rotation): Royal Surrey Gen Surg.",0,0,1,0,0,0,1,1,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 6","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): Medway Gen Surg, Medway Paed Surg. CT2 posts (12 month rotation): East Kent (QEQM) Gen Surg.",0,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 7","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): Medway Paed Surg, Medway Gen Surg. CT2 posts (12 month rotation): East Kent (QEQM) Gen Surg.",0,0,1,0,0,0,0,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 8","Health Education England Kent, Surrey and Sussex",1,"General Surgery Themed Programme. CT1 posts (6 month rotation): St Richards T&O, St Richards Gen Surg. CT2 posts (12 month rotation): Worthing Gen Surg.",0,0,1,0,0,0,1,0,0,0,0
"Kent, Surrey and Sussex - CT1 - Aug - 9","Health Education England Kent, Surrey and Sussex",1,"T&O Themed Programme. CT1 posts (6 month rotation): BSUH T&O, BSUH Vasc. CT2 posts (12 month rotation): BSUH T&O.",0,0,0,0,0,0,1,0,1,0,0
London - CT1 - Oct - 1,Health Education England London,1,"ENT Themed Programme. CT1 posts (4 month, 8 month rotation): Brompton Cardiothoracic, Northwick Park ENT. CT2 posts (6 month rotation): RNTNE ENT, UCLH Gen Surg UGI. Posts are subject to change.",1,1,1,0,0,0,0,0,0,0,0
London - CT1 - Oct - 10,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (4 month rotation): Hillingdon Gen Surg Vasc, Hillingdon T&O, Hillingdon ITU. CT2 posts (6 month rotation): West Middlesex Gen Surg, Hillingdon Gen Surg. Posts are subject to change.",0,0,1,0,0,0,1,0,1,0,1
London - CT1 - Oct - 11,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (6 month rotation): King's Gen Surg, King's T&O. CT2 posts (12 month rotation): PRUH Gen Surg. Posts are subject to change.",0,0,1,0,0,0,1,0,0,0,0
London - CT1 - Oct - 12,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (8 month, 4 month rotation): Kingston Gen Surg, Kingston Urology. CT2 posts (6 month rotation): Epsom & St. Helier Gen Surg, St. George's Gen Surg. Posts are subject to change.",0,0,1,0,0,0,0,1,0,0,0
London - CT1 - Oct - 13,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (8 month, 4 month rotation): Epsom & St. Helier Gen Surg, Epsom & St. Helier ITU. CT2 posts (6 month rotation): Croydon Gen Surg Vasc, Epsom & St. Helier Gen Surg. Posts are subject to change.",0,0,1,0,0,0,0,0,1,0,1
London - CT1 - Oct - 14,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (4 month rotation): QEH Gen Surg, QEH T&O, QEH ITU. CT2 posts (12 month rotation): Lewisham Gen Surg. Posts are subject to change.",0,0,1,0,0,0,1,0,0,0,1
London - CT1 - Oct - 15,Health Education England London,1,"General Surgery Themed Programme. CT1 posts (4 month rotation): QEH ITU, QEH Gen Surg, QEH T&O. CT2 posts (12 month rotation): Lewisham Gen Surg. Posts are subject to change.",0,0,1,0,0,0,1,0,0,0,1
London - CT1 - Oct - 16,Health Education England London,1,"OMFS Themed Programme. CT1 posts (8 month, 4 month rotation): King's OMFS, King's N'surg. CT2 posts (6 month rotation): GSTT ENT, GSTT Ren Trans. Posts are subject to change.",1,0,1,1,0,0,0,0,0,0,0
London - CT1 - Oct - 17,Health Education England London,1,"Paediatric Surgery Themed Programme. CT1 posts (6 month rotation): GOSH Paed Surg, Homerton Gen Surg. CT2 posts (6 month rotation): GOSH Paed Surg Urology, GOSH T&O. Posts are subject to change.",0,0,1,0,1,0,1,1,0,0,0
London - CT1 - Oct - 18,Health Education England London,1,"Paediatric Surgery Themed Programme. CT1 posts (4 month, 8 month rotation): C&W Paed Surg, C&W Gen Surg. CT2 posts (6 month rotation): GOSH Paed Surg, GOSH Paed Surg Urology. Posts are subject to change.",0,0,1,0,1,0,0,1,0,0,0
London - CT1 - Oct - 19,Health Education England London,1,"Plastic Surgery Themed Programme. CT1 posts (6 month rotation): RFH Plastics, UCLH T&O. CT2 posts (6 month rotation): Charing X Plastics, Barnet Gen Surg. Posts are subject to change.",0,0,1,0,0,1,1,0,0,0,0
London - CT1 - Oct - 2,Health Education England London,1,"ENT Themed Programme. CT1 posts (4 month rotation): Charing X ENT, NHNN N'Surg, Northwick Park ENT. CT2 posts (6 month rotation): Mary's ENT, Hammersmith Gen Surg HPB/Endo/ENT. Posts are subject to change.",1,0,1,0,0,0,0,0,0,0,0
London - CT1 - Oct - 20,Health Education England London,1,"Plastic Surgery Themed Programme. CT1 posts (6 month rotation): St. George's Plastics, St. George's ENT. CT2 posts (6 month rotation): St. George's Plastics, St. George's T&O. Posts are subject to change.",1,0,0,0,0,1,1,0,0,0,0
London - CT1 - Oct - 21,Health Education England London,1,"Plastic Surgery Themed Programme. CT1 posts (8 month, 4 month rotation): RFH Plastics, RFH T&O. CT2 posts (6 month rotation): RFH Plastics, RNTNE ENT. Posts are subject to change.",1,0,0,0,0,1,1,0,0,0,0
London - CT1 - Oct - 22,Health Education England London,1,"Plastic Surgery Themed Programme. CT1 posts (8 month, 4 month rotation): C&W Plastics, C&W Paed Surg. CT2 posts (6 month rotation): GSTT Plastics, GSTT T&O. Posts are subject to change.",0,0,1,0,0,1,1,0,0,0,0
London - CT1 - Oct - 23,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): West Middlesex T&O, West Middlesex ITU, Hillingdon T&O. CT2 posts (6 month rotation): RNOH T&O, RFH Plastics. Posts are subject to change.",0,0,0,0,0,1,1,0,0,0,1
London - CT1 - Oct - 24,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): West Middlesex ITU, Hillingdon T&O, West Middlesex T&O. CT2 posts (6 month rotation): RNOH T&O, RFH Plastics. Posts are subject to change.",0,0,0,0,0,1,1,0,0,0,1
London - CT1 - Oct - 25,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): Hillingdon T&O, West Middlesex T&O, West Middlesex ITU. CT2 posts (6 month rotation): RNOH T&O, RFH Plastics. Posts are subject to change.",0,0,0,0,0,1,1,0,0,0,1
London - CT1 - Oct - 26,Health Education England London,1,"T&O Themed Programme. CT1 posts (6 month rotation): RFH Plastics, RNOH T&O. CT2 posts (6 month rotation): RLH T&O, RLH Gen Surg. Posts are subject to change.",0,0,1,0,0,1,1,0,0,0,0
London - CT1 - Oct - 27,Health Education England London,1,"T&O Themed Programme. CT1 posts (6 month rotation): RFH Plastics, RNOH T&O. CT2 posts (6 month rotation): Whittington T&O, Whittington Gen Surg. Posts are subject to change.",0,0,1,0,0,1,1,0,0,0,0
London - CT1 - Oct - 28,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): Kingston T&O, Kingston Urology, Kingston T&O. CT2 posts (6 month rotation): St. George's T&O, St. George's Plastics. Posts are subject to change.",0,0,0,0,0,1,1,1,0,0,0
London - CT1 - Oct - 29,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): Epsom & St. Helier T&O, Epsom & St. Helier ITU, Epsom & St. Helier T&O. CT2 posts (6 month rotation): Kingston T&O, St. George's Plastics. Posts are subject to change.",0,0,0,0,0,1,1,0,0,0,1
London - CT1 - Oct - 3,Health Education England London,1,"ENT Themed Programme. CT1 posts (6 month rotation): GSTT Plastics, GSTT ENT. CT2 posts (8 month, 4 month rotation): Northwick Park ENT, NHNN N'Surg. Posts are subject to change.",1,0,1,0,0,1,0,0,0,0,0
London - CT1 - Oct - 30,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): RLH T&O, Barts Cardiothoracic, GOSH T&O. CT2 posts (4 month rotation): Barnet T&O, RNOH T&O, Barnet T&O. Posts are subject to change.",0,1,0,0,0,0,1,0,0,0,0
London - CT1 - Oct - 31,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): Barts Cardiothoracic, RLH T&O, RNOH T&O. CT2 posts (8 month, 4 month rotation): Barnet T&O, RFH Plastics. Posts are subject to change.",0,1,0,0,0,1,1,0,0,0,0
London - CT1 - Oct - 32,Health Education England London,1,"T&O Themed Programme. CT1 posts (4 month rotation): QEH T&O, QEH ITU, QEH GS. CT2 posts (12 month rotation): Lewisham T&O. Posts are subject to change.",0,0,1,0,0,0,1,0,0,0,1
London - CT1 - Oct - 33,Health Education England London,1,"Urology Themed Programme. CT1 posts (6 month rotation): GSTT Ren Trans, GSTT Urology. CT2 posts (6 month rotation): GSTT Urology, GSTT Gen Surg. Posts are subject to change.",0,0,1,0,0,0,0,1,0,0,0
